Time (h),U1 (V),U2 (V),U3 (V),U4 (V),U5 (V),Utot (V),J (A/cmｲ),I (A),TinH2 (C),ToutH2 (C),TinAIR (C),ToutAIR (C),TinWAT (C),ToutWAT (C),PinAIR (mbara),PoutAIR (mbara),PoutH2 (mbara),PinH2 (mbara),DinH2 (l/mn),DoutH2 (l/mn),DinAIR (l/mn),DoutAIR (l/mn),DWAT (l/mn),HrAIRFC (%)
260,0.6506925,0.64579566,0.643651297,0.643764966,0.635447117,3.22,0.70061,70.061,24.959,38.441,43.296,51.335,53.592,55.21,1298.279,1265.675,1305.604,1292.831,4.802,2.149,23.036,21.263,1.97,52.992
260.5,0.650653788,0.645781523,0.643660753,0.643757861,0.635359814,3.221,0.7009,70.09,25.024,38.425,43.365,51.443,53.792,55.465,1300.441,1267.382,1296.251,1283.319,4.794,2.128,23.036,21.266,1.985,52.32
261,0.650596985,0.645720691,0.643781558,0.643761954,0.635265106,3.218,0.70066,70.066,25.084,38.878,43.282,51.478,53.791,55.45,1301.863,1270.683,1296.651,1285.825,4.816,2.109,23.034,21.331,1.985,52.141
261.5,0.650535319,0.645660367,0.643999009,0.643776363,0.635195731,3.218,0.70085,70.085,25.084,38.248,43.166,51.309,53.694,55.414,1303.911,1270.626,1297.563,1284.002,4.793,2.046,23.106,21.259,1.989,52.198
262,0.650520155,0.645681878,0.644251011,0.643826312,0.635195935,3.219,0.70085,70.085,25.047,38.199,43.152,51.282,53.593,55.34,1302.659,1270.74,1301.213,1288.046,4.793,2.148,23.036,21.331,1.978,52.43
262.5,0.650590055,0.645821862,0.644482834,0.643941394,0.635293553,3.22,0.70066,70.066,25.02,38.204,43.315,51.417,53.736,55.436,1300.1,1268.065,1295.453,1282.009,4.793,2.126,23.038,21.396,1.989,52.366
263,0.650740197,0.646053037,0.644672797,0.644114743,0.635475025,3.218,0.70071,70.071,25.008,38.53,43.345,51.352,53.71,55.421,1301.237,1269.26,1301.612,1288.73,4.795,2.148,23.036,21.331,1.989,52.456
263.5,0.650928425,0.646309751,0.64480344,0.644299074,0.63568722,3.224,0.70071,70.071,25.026,38.165,43.279,51.319,53.639,55.345,1296.459,1264.366,1298.818,1285.369,4.795,2.061,23.036,21.327,1.982,52.844
264,0.651108135,0.646527686,0.644857181,0.644457244,0.635878041,3.227,0.70076,70.076,25.017,38.558,43.209,51.46,53.8,55.476,1299.815,1267.325,1297.962,1285.312,4.795,2.068,23.038,21.331,1.976,52.147
264.5,0.651267925,0.646687494,0.64486073,0.644614986,0.63604125,3.222,0.70076,70.076,25.023,38.443,43.097,51.399,53.751,55.484,1298.166,1265.846,1300.7,1287.819,4.793,2.067,23.038,21.331,1.967,52.261
265,0.651434841,0.646826873,0.644900814,0.644837184,0.636211031,3.22,0.70071,70.071,24.992,38.737,43.175,51.279,53.604,55.316,1303.342,1270.968,1302.296,1288.844,4.793,2.171,23.036,21.331,1.968,52.793
265.5,0.651625679,0.646994198,0.645063744,0.645138989,0.636414638,3.226,0.70071,70.071,24.992,38.512,43.168,51.432,53.769,55.448,1300.782,1268.862,1294.198,1281.553,4.795,2.108,23.036,21.327,1.97,52.209
266,0.651807909,0.647190845,0.645351037,0.645445737,0.63664072,3.226,0.70061,70.061,25.006,38.567,43.189,51.265,53.696,55.403,1304.138,1270.114,1296.708,1283.718,4.793,2.069,23.034,21.331,1.974,52.391
266.5,0.65193107,0.6473725,0.645658849,0.645661494,0.63684859,3.23,0.70076,70.076,25,38.465,43.287,51.361,53.731,55.402,1301.351,1268.236,1295.567,1283.205,4.794,2.126,23.036,21.329,1.977,52.19
267,0.651990296,0.647504527,0.645858785,0.645758307,0.637001945,3.231,0.70066,70.066,24.968,38.257,43.145,51.322,53.753,55.454,1299.645,1266.187,1300.015,1286.964,4.794,2.088,23.036,21.329,1.97,52.174
267.5,0.652034649,0.647593281,0.645908869,0.645782935,0.637099027,3.228,0.70071,70.071,24.951,38.18,43.149,51.354,53.668,55.362,1299.815,1267.212,1303.323,1290.325,4.794,2.089,23.038,21.268,1.969,52.599
268,0.652106513,0.647650545,0.645868857,0.645787074,0.637161825,3.223,0.70071,70.071,24.954,38.418,43.249,51.425,53.8,55.482,1296.914,1265.106,1294.769,1281.61,4.794,2.126,23.036,21.329,1.968,52.195
268.5,0.652186852,0.647650859,0.645810456,0.645771229,0.637191987,3.233,0.70066,70.066,24.975,38.466,43.152,51.368,53.794,55.467,1301.92,1267.439,1298.875,1285.483,4.792,2.129,23.036,21.327,1.973,52.131
269,0.652216189,0.647561328,0.645760004,0.645707315,0.637165166,3.232,0.70071,70.071,25.011,38.101,43.094,51.433,53.797,55.494,1300.782,1267.895,1303.779,1291.122,4.793,2.15,23.036,21.257,1.98,51.873
269.5,0.652167271,0.647413023,0.645747566,0.645606064,0.637084567,3.227,0.70066,70.066,25.009,37.734,43.35,51.357,53.733,55.409,1301.237,1269.716,1303.437,1290.04,4.795,2.09,23.038,21.331,1.981,52.624
270,0.652074928,0.647307899,0.645843639,0.645540264,0.637005738,3.224,0.70076,70.076,25.027,38.187,43.221,51.389,53.776,55.47,1298.905,1267.951,1303.437,1291.122,4.794,2.068,23.034,21.223,1.976,52.176
270.5,0.651987674,0.647338208,0.646084812,0.6455947,0.636981784,3.225,0.70066,70.066,25.011,38.146,43.191,51.395,53.755,55.429,1299.474,1267.724,1300.015,1286.85,4.795,2.068,23.1,21.263,1.98,52.291
271,0.651914608,0.647505487,0.646391993,0.645792876,0.637004933,3.23,0.70066,70.066,25.035,38.192,43.188,51.408,53.636,55.442,1300.213,1267.667,1299.217,1285.939,4.795,2.127,23.036,21.265,1.976,52.289
271.5,0.651838227,0.647721121,0.6466158,0.646065261,0.637022798,3.233,0.70071,70.071,25.046,38.353,43.087,51.369,53.745,55.46,1298.962,1265.504,1303.437,1291.35,4.795,2.171,23.036,21.266,1.97,52.244
272,0.651756873,0.647876941,0.646656832,0.646284608,0.636996219,3.227,0.70066,70.066,25.09,38.19,43.409,51.412,53.811,55.5,1300.27,1268.407,1304.578,1292.09,4.793,2.148,23.036,21.261,1.959,52.344
272.5,0.651682252,0.647913942,0.646521744,0.64634522,0.636924369,3.235,0.70066,70.066,25.082,38.233,43.27,51.434,53.744,55.45,1301.749,1268.976,1294.769,1281.895,4.793,2.108,23.036,21.333,1.974,52.404
273,0.651607047,0.647837192,0.646277402,0.646229025,0.636826429,3.225,0.70061,70.061,25.17,38.471,43.178,51.429,53.793,55.464,1295.151,1262.887,1304.521,1291.179,4.793,2.089,23.038,21.523,1.976,52.374
273.5,0.651516941,0.64768736,0.645979693,0.646010277,0.636721071,3.23,0.70061,70.061,25.07,37.994,43.302,51.289,53.706,55.406,1299.474,1266.87,1302.353,1289.983,4.814,2.088,23.036,21.265,1.989,52.102
274,0.651445225,0.647516494,0.645661321,0.645797308,0.636628954,3.228,0.70071,70.071,24.988,38.451,43.22,51.41,53.783,55.459,1303.285,1270.569,1303.209,1291.122,4.794,2.089,23.036,21.327,1.989,52.145
274.5,0.651475811,0.647385776,0.645376451,0.645668018,0.636582897,3.224,0.70071,70.071,25.052,38.189,43.1,51.311,53.645,55.348,1299.701,1266.415,1305.148,1293.344,4.793,2.09,23.036,21.265,1.994,52.367
275,0.651660753,0.647350721,0.645212613,0.645649536,0.636615828,3.221,0.70076,70.076,25.116,38.72,43.238,51.387,53.741,55.439,1300.156,1268.407,1297.848,1285.426,4.793,2.126,23.036,21.331,1.993,52.345
275.5,0.65195691,0.647425831,0.64522546,0.645733301,0.636733465,3.23,0.70076,70.076,25.186,38.272,43.298,51.38,53.779,55.444,1299.701,1267.553,1298.361,1284.458,4.795,2.068,23.034,21.257,1.996,52.38
276,0.652270075,0.647577054,0.645384968,0.645884506,0.636909771,3.228,0.70071,70.071,25.238,38.287,43.13,51.422,53.756,55.438,1298.678,1266.813,1298.761,1285.597,4.796,2.051,23.038,21.265,1.979,52.103
276.5,0.652532195,0.647750861,0.645608132,0.646039105,0.637106919,3.228,0.70071,70.071,25.22,38.332,43.16,51.399,53.606,55.468,1297.255,1265.675,1294.312,1282.009,4.793,2.126,23.038,21.331,1.96,52.14
277,0.652706611,0.647889497,0.645818433,0.646116931,0.637278712,3.231,0.70081,70.081,25.205,38.205,43.337,51.368,53.761,55.47,1305.048,1271.878,1296.594,1284.23,4.793,2.109,23.036,21.206,1.989,52.323
277.5,0.65275215,0.647926157,0.645954242,0.646060408,0.637355215,3.232,0.7009,70.09,25.171,38.539,43.263,51.385,53.79,55.475,1298.564,1265.789,1295.852,1283.205,4.793,2.129,23.034,21.331,1.967,52.219
278,0.652633626,0.647807784,0.645955406,0.645869261,0.637259471,3.233,0.70076,70.076,25.144,38.214,43.107,51.193,53.776,55.467,1299.815,1266.87,1297.734,1285.426,4.794,2.126,23.034,21.327,1.989,52.077
278.5,0.652373871,0.647540307,0.645790899,0.645600575,0.636972462,3.23,0.70071,70.071,25.131,38.181,43.126,51.347,53.797,55.488,1304.252,1270.512,1302.467,1291.008,4.795,2.17,23.036,21.266,1.989,52.015
279,0.652074884,0.647197431,0.645498582,0.645336769,0.636576809,3.226,0.70081,70.081,25.122,38.152,43.264,51.214,53.676,55.382,1298.279,1266.13,1298.076,1285.369,4.793,2.149,23.038,21.261,1.99,52.566
279.5,0.651862942,0.646872773,0.645166074,0.64514456,0.636208653,3.22,0.7009,70.09,25.116,38.49,43.208,51.262,53.647,55.276,1296.63,1264.878,1297.848,1285.654,4.795,2.128,23.036,21.346,1.989,52.577
280,0.651791143,0.646623361,0.644867948,0.645042177,0.635955845,3.225,0.70085,70.085,25.085,38.314,43.146,51.283,53.73,55.442,1298.166,1265.106,1300.129,1288.844,4.793,2.088,23.036,21.137,1.988,52.059
280.5,0.651797427,0.646459457,0.64463439,0.644993919,0.63581316,3.223,0.70076,70.076,25.055,38.171,43.13,51.292,53.73,55.4,1300.213,1268.065,1300.3,1288.844,4.795,2.068,23.034,21.327,1.988,52.253
281,0.651773667,0.646378569,0.644476026,0.644948717,0.63573101,3.227,0.701,70.1,24.988,38.049,43.31,51.364,53.746,55.467,1301.18,1269.716,1303.095,1290.894,4.795,2.09,23.036,21.331,1.981,52.274
281.5,0.651673979,0.646388142,0.644423214,0.644893035,0.635677343,3.219,0.7009,70.09,24.978,38.146,43.149,51.322,53.78,55.436,1299.133,1267.951,1296.765,1284.23,4.793,2.128,23.036,21.261,1.995,52.247
282,0.65154577,0.646481514,0.644520773,0.644852061,0.635637974,3.224,0.70105,70.105,24.885,38.112,43.183,51.255,53.775,55.484,1300.555,1268.862,1302.068,1290.382,4.793,2.068,23.036,21.331,1.989,52.149
282.5,0.651462435,0.646603074,0.64476446,0.644836635,0.635585389,3.218,0.7012,70.12,24.722,38.066,43.2,51.203,53.697,55.415,1298.45,1267.667,1299.16,1286.622,4.814,2.129,23.034,21.284,1.99,52.3
283,0.651443343,0.64666499,0.645051289,0.644812106,0.635485804,3.23,0.70085,70.085,24.699,37.907,43.229,51.291,53.72,55.447,1302.147,1268.35,1301.498,1289.584,4.793,2.068,23.036,21.257,1.996,52.148
283.5,0.651442589,0.646616476,0.645228815,0.644737675,0.635344636,3.225,0.70085,70.085,24.899,38.398,43.214,51.416,53.718,55.477,1301.635,1269.147,1302.239,1288.901,4.795,2.068,23.036,21.266,1.974,52.343
284,0.651404749,0.6464948,0.645213583,0.644626025,0.635221303,3.22,0.70076,70.076,25.033,37.946,43.25,51.313,53.78,55.483,1300.213,1268.293,1294.483,1280.927,4.793,2.108,23.032,21.329,1.989,52.288
284.5,0.651320836,0.646396213,0.645058688,0.644543425,0.635181206,3.225,0.7009,70.09,25.11,38.285,43.267,51.494,53.752,55.425,1301.806,1268.577,1304.692,1293.059,4.8,2.09,23.036,21.263,1.995,52.136
285,0.651235238,0.646391919,0.644908875,0.644545456,0.635238587,3.218,0.70076,70.076,25.121,38.257,43.256,51.437,53.73,55.436,1300.043,1268.008,1297.734,1285.198,4.795,2.145,23.036,21.261,1.989,52.337
285.5,0.65120371,0.646471296,0.644882984,0.644618139,0.635349844,3.22,0.70085,70.085,25.079,37.972,43.178,51.35,53.643,55.346,1300.612,1268.577,1299.046,1286.679,4.794,2.046,23.036,21.263,1.989,52.289
286,0.651242595,0.646564325,0.644981248,0.644693837,0.635455883,3.228,0.70061,70.061,25.078,37.716,43.371,51.455,53.815,55.48,1300.896,1267.724,1305.433,1292.375,4.837,2.089,23.034,21.329,1.986,52.295
286.5,0.651316898,0.646612208,0.645105408,0.644727363,0.635528863,3.222,0.70061,70.061,25.059,38.248,43.237,51.313,53.662,55.374,1303.001,1270.455,1298.875,1286.338,4.795,2.127,23.036,21.325,1.993,52.459
287,0.651380058,0.646613103,0.645168879,0.644744639,0.63558252,3.225,0.70085,70.085,25.061,38.077,43.218,51.35,53.776,55.455,1298.678,1267.098,1299.73,1286.452,4.793,2.067,23.038,21.284,1.993,52.086
287.5,0.651420462,0.646603994,0.645167034,0.644810904,0.635642402,3.221,0.70071,70.071,25.067,38.003,43.035,51.377,53.703,55.417,1303.171,1270.285,1303.266,1291.008,4.794,2.09,23.038,21.329,1.997,52.139
288,0.651468329,0.646614929,0.645144122,0.644966015,0.635714659,3.225,0.70071,70.071,25.085,38.52,43.157,51.49,53.68,55.433,1306.186,1273.984,1302.867,1291.293,4.795,2.089,23.036,21.261,1.963,52.19
288.5,0.651559243,0.64664871,0.645132107,0.645195548,0.635786085,3.222,0.70071,70.071,25.085,37.843,43.319,51.408,53.778,55.443,1298.279,1265.106,1295.453,1283.604,4.793,2.046,23.036,21.394,1.988,52.256
289,0.651690828,0.646693984,0.645140636,0.645448031,0.635843861,3.229,0.70081,70.081,25.076,38.436,43.174,51.416,53.764,55.465,1300.27,1267.895,1298.818,1285.711,4.778,2.129,23.093,21.268,1.996,52.198
289.5,0.651816147,0.646740748,0.645175199,0.64566528,0.635880373,3.22,0.7009,70.09,25.058,38.339,43.315,51.35,53.654,55.39,1300.441,1267.098,1295.396,1282.578,4.795,2.108,23.034,21.331,1.977,52.416
290,0.651882939,0.646782274,0.645237682,0.64580774,0.63588442,3.23,0.70066,70.066,25.053,38.446,43.296,51.381,53.745,55.427,1303.001,1269.602,1296.365,1283.945,4.815,2.027,23.038,21.255,1.985,52.481
290.5,0.651881016,0.646820569,0.645325218,0.645872925,0.635849364,3.228,0.70071,70.071,25.058,38.249,43.136,51.376,53.689,55.363,1297.767,1265.675,1296.422,1284.002,4.793,2.109,23.034,21.259,1.985,52.313
291,0.651847922,0.646874918,0.645448776,0.645887797,0.63578971,3.221,0.70081,70.081,25.058,38.297,43.166,51.358,53.742,55.454,1298.791,1266.301,1298.304,1285.882,4.816,2.147,23.036,21.27,1.986,52.421
291.5,0.651830076,0.646964048,0.645629953,0.645869096,0.635733756,3.226,0.70076,70.076,25.044,38.036,43.215,51.186,53.715,55.395,1302.887,1270.342,1304.35,1292.09,4.795,2.068,23.034,21.27,1.993,52.33
292,0.651849278,0.647073347,0.645856591,0.645799648,0.635701264,3.229,0.70071,70.071,25.012,38.164,43.171,51.345,53.667,55.347,1299.986,1267.325,1304.064,1291.578,4.814,2.09,23.034,21.525,1.987,52.349
292.5,0.651907054,0.647160434,0.646058381,0.645661227,0.635698505,3.225,0.70071,70.071,25.02,38.131,43.096,51.493,53.776,55.45,1303.456,1271.309,1303.095,1290.78,4.795,2.087,23.034,21.263,1.983,52.029
293,0.651995791,0.647200134,0.646148336,0.645483493,0.635727008,3.228,0.70081,70.081,25.035,38.06,43.093,51.399,53.75,55.468,1301.522,1269.317,1304.292,1292.261,4.795,2.068,23.038,21.259,1.969,51.94
293.5,0.652090006,0.647209449,0.646096933,0.645346067,0.635789289,3.227,0.70071,70.071,24.975,38.058,43.267,51.328,53.701,55.401,1300.27,1268.805,1298.19,1284.344,4.794,2.051,23.036,21.268,1.981,52.432
294,0.652148364,0.647229663,0.645970471,0.645328941,0.635891837,3.224,0.70081,70.081,25.058,38.51,43.24,51.389,53.699,55.411,1301.067,1268.976,1304.178,1292.147,4.795,2.089,23.036,21.266,1.993,52.27
294.5,0.652146371,0.647301088,0.645891217,0.645453527,0.636043628,3.229,0.70061,70.061,25.084,38.057,43.159,51.381,53.741,55.409,1299.701,1266.984,1305.604,1292.489,4.809,2.171,23.036,21.263,1.99,51.995
295,0.65210463,0.647449275,0.645945133,0.645664554,0.636243783,3.222,0.70071,70.071,25.075,38.207,43.224,51.384,53.686,55.401,1301.465,1269.886,1304.521,1292.432,4.793,2.068,23.038,21.265,1.967,52.227
295.5,0.652076162,0.647662454,0.64611889,0.645869275,0.63646351,3.232,0.70066,70.066,25.061,38.282,43.23,51.417,53.704,55.486,1301.863,1269.545,1305.148,1293.571,4.802,2.091,23.036,21.325,1.965,51.978
296,0.652103865,0.647873184,0.646315136,0.646000148,0.636642284,3.228,0.70076,70.076,25.053,38.112,43.2,51.385,53.778,55.466,1300.839,1267.496,1299.958,1287.705,4.794,2.149,23.038,21.261,1.99,52.453
296.5,0.652178928,0.647982452,0.646413188,0.646040839,0.636709319,3.231,0.70061,70.061,25.064,38.22,43.417,51.362,53.743,55.476,1303.171,1269.829,1296.137,1283.148,4.795,2.12,23.036,21.318,1.988,52.379
297,0.652236157,0.647917412,0.646325124,0.645999347,0.636618038,3.231,0.70076,70.076,25.056,38.154,43.2,51.385,53.728,55.425,1300.612,1267.269,1305.091,1292.034,4.793,2.068,23.038,21.204,1.986,52.215
297.5,0.652207558,0.64767297,0.646038024,0.64587406,0.636374571,3.231,0.70081,70.081,25.067,38.227,43.163,51.162,53.614,55.329,1301.237,1268.577,1298.932,1284.743,4.796,2.148,23.036,21.329,1.978,52.369
298,0.652089493,0.647318663,0.645636536,0.64566548,0.636049493,3.228,0.70076,70.076,25.07,38.364,43.151,51.457,53.802,55.464,1301.92,1269.26,1298.875,1286.395,4.798,2.128,23.036,21.265,1.992,52.141
298.5,0.651940942,0.646976483,0.645272119,0.645411193,0.63575364,3.221,0.70071,70.071,25.087,38.439,43.324,51.363,53.715,55.4,1300.384,1268.976,1304.464,1292.204,4.795,2.068,23.034,21.268,1.989,52.463
299,0.651811137,0.646765038,0.645075395,0.645178854,0.635572027,3.223,0.70061,70.061,25.113,38.459,43.301,51.471,53.808,55.446,1300.953,1268.862,1298.989,1286.565,4.793,2.046,23.036,21.266,1.998,52.389
299.5,0.651692896,0.646731351,0.645072325,0.645010022,0.635505207,3.22,0.70071,70.071,25.119,38.376,43.18,51.38,53.726,55.394,1300.498,1268.521,1298.19,1286.167,4.794,2.109,23.036,21.266,1.993,52.247
300,0.65155724,0.646832103,0.64518493,0.644890155,0.635486955,3.231,0.70071,70.071,25.182,38.499,43.14,51.516,53.794,55.432,1302.489,1270.398,1300.7,1287.705,4.795,2.068,23.036,21.297,1.991,52.062
300.5,0.651413526,0.646984881,0.645317365,0.644792291,0.635467231,3.221,0.70061,70.061,25.205,38.82,43.107,51.32,53.698,55.334,1299.417,1266.813,1293.97,1281.268,4.795,2.108,23.043,21.27,1.999,52.364
301,0.65131484,0.647129248,0.645422837,0.644733068,0.635460291,3.224,0.70061,70.061,25.137,38.35,43.039,51.334,53.668,55.386,1297.54,1265.391,1294.255,1281.895,4.794,2.127,23.036,21.263,1.987,52.52
301.5,0.651308292,0.647239374,0.645478788,0.644757583,0.635501577,3.221,0.70076,70.076,24.934,38.031,43.154,51.302,53.699,55.39,1297.199,1265.334,1296.194,1283.49,4.795,2.108,23.036,21.266,1.981,52.251
302,0.651386832,0.647297891,0.645448031,0.644879813,0.635582354,3.227,0.70076,70.076,24.792,37.842,43.27,51.354,53.718,55.447,1301.579,1268.464,1305.718,1292.888,4.795,2.09,23.036,21.329,1.998,52.29
302.5,0.651491608,0.647281377,0.645324401,0.645069292,0.635653143,3.227,0.70071,70.071,24.78,37.975,43.122,51.439,53.773,55.467,1301.635,1268.407,1303.437,1290.154,4.795,2.068,23.034,21.268,1.975,51.901
303,0.651566772,0.647185484,0.645198222,0.645288341,0.635682391,3.225,0.70071,70.071,24.971,38.667,43.189,51.443,53.685,55.368,1301.977,1269.147,1297.164,1283.831,4.815,2.129,23.034,21.329,1.985,52.582
303.5,0.651613679,0.647055054,0.645206716,0.645506462,0.635686007,3.222,0.70071,70.071,25.144,38.246,43.197,51.494,53.807,55.513,1298.393,1267.838,1296.594,1283.148,4.794,2.108,23.036,21.27,1.981,52.031
304,0.651670217,0.646956298,0.645388148,0.645676873,0.635689875,3.225,0.70071,70.071,25.183,38.649,43.232,51.447,53.754,55.439,1300.782,1267.951,1304.064,1291.122,4.793,2.069,23.036,21.331,1.974,52.272
304.5,0.651723597,0.646903272,0.645609412,0.645728809,0.635676024,3.224,0.70061,70.061,25.2,38.487,43.342,51.44,53.712,55.409,1297.426,1264.139,1304.521,1292.318,4.795,2.088,23.034,21.456,1.971,52.348
305,0.651677763,0.646835871,0.645669736,0.645605057,0.635585529,3.233,0.70071,70.071,25.182,38.651,43.166,51.507,53.823,55.476,1306.584,1274.268,1295.111,1282.123,4.791,2.109,23.036,21.137,1.992,52.217
305.5,0.651453938,0.646695619,0.645487592,0.645316866,0.635384644,3.229,0.70061,70.061,25.188,38.587,43.246,51.293,53.802,55.449,1302.432,1268.862,1303.38,1291.122,4.795,2.074,23.036,21.327,1.99,52.117
306,0.651114979,0.646509125,0.645179472,0.644964222,0.63511813,3.217,0.70066,70.066,25.165,38.819,43.191,51.405,53.736,55.471,1298.109,1265.903,1298.532,1286.281,4.815,2.023,23.036,21.263,1.987,52.218
306.5,0.650840504,0.646359986,0.644945104,0.644678883,0.634878928,3.219,0.70071,70.071,25.18,38.44,43.232,51.399,53.656,55.356,1298.734,1265.96,1303.437,1291.065,4.794,2.148,23.036,21.331,1.982,52.638
307,0.650760286,0.646281758,0.644883092,0.644527945,0.634729197,3.217,0.70066,70.066,25.188,38.658,43.284,51.44,53.691,55.35,1299.076,1267.781,1295.453,1283.091,4.795,2.046,23.036,21.329,1.983,52.449
307.5,0.650836831,0.646216123,0.644929073,0.644477352,0.634664443,3.225,0.70076,70.076,25.186,38.661,43.159,51.443,53.744,55.403,1299.645,1267.155,1295.453,1283.148,4.795,2.107,23.038,21.259,1.989,52.086
308,0.650932421,0.64609027,0.644960451,0.644456599,0.634648895,3.225,0.70071,70.071,25.081,38.175,43.171,51.379,53.722,55.449,1300.896,1267.781,1304.635,1292.261,4.797,2.076,23.036,21.263,1.985,52.264
308.5,0.650969981,0.645910695,0.644927301,0.644441619,0.634663251,3.218,0.70081,70.081,24.853,37.914,43.214,51.304,53.645,55.348,1299.19,1266.984,1295.681,1282.407,4.793,2.111,23.036,21.261,1.989,52.295
309,0.650990026,0.645761033,0.644865414,0.644458377,0.634706294,3.22,0.70076,70.076,24.85,38.575,43.259,51.497,53.61,55.466,1298.564,1267.325,1297.221,1285.028,4.794,2.128,23.036,21.265,1.968,52.18
309.5,0.651054885,0.64571684,0.644814485,0.644519399,0.634761299,3.216,0.70071,70.071,24.978,38.374,43.211,51.434,53.617,55.324,1297.881,1265.789,1297.734,1285.426,4.796,2.129,23.036,21.265,1.993,52.484
310,0.651151486,0.645782993,0.644773316,0.644590114,0.634789384,3.228,0.70066,70.066,25.066,38.65,43.087,51.453,53.725,55.487,1301.465,1268.407,1305.661,1294.141,4.794,2.112,23.098,21.27,1.981,52.106
310.5,0.651216714,0.645911741,0.644738927,0.644626578,0.634771009,3.221,0.70076,70.076,25.089,38.433,43.211,51.484,53.765,55.477,1297.085,1265.277,1295.282,1282.749,4.796,2.128,23.036,21.272,1.976,52.169
311,0.651219576,0.646053971,0.644739753,0.644620952,0.634739161,3.218,0.70071,70.071,25.09,38.423,43.247,51.421,53.657,55.351,1297.711,1265.789,1298.19,1285.369,4.799,2.129,23.036,21.265,1.978,52.444
311.5,0.651183292,0.646179735,0.64480074,0.644595604,0.634751349,3.221,0.70066,70.066,25.113,38.155,43.318,51.415,53.714,55.405,1300.725,1267.667,1297.791,1285.255,4.796,2.127,23.036,21.325,1.99,52.299
312,0.651151859,0.646275682,0.644913137,0.644573728,0.634838686,3.226,0.70066,70.066,25.108,38.437,43.143,51.381,53.686,55.392,1299.474,1266.87,1302.296,1289.186,4.779,2.068,23.036,21.276,1.988,52.002
312.5,0.651159893,0.646343714,0.645066042,0.644575783,0.634994459,3.219,0.70066,70.066,25.116,38.785,43.122,51.454,53.767,55.473,1299.133,1268.122,1299.616,1286.565,4.793,2.046,23.038,21.289,1.979,52.107
313,0.651213008,0.646391064,0.645266234,0.644630592,0.635189975,3.219,0.70071,70.071,25.121,38.426,43.263,51.456,53.781,55.481,1299.246,1266.87,1303.494,1290.894,4.795,2.026,23.034,21.265,1.989,52.101
313.5,0.651283673,0.646420609,0.645499238,0.644767892,0.635384479,3.228,0.70076,70.076,25.081,38.356,43.169,51.484,53.794,55.462,1303.513,1270.114,1295.396,1283.148,4.794,2.046,23.038,21.27,1.995,52.123
314,0.651346025,0.646443506,0.645714655,0.644994628,0.635539946,3.225,0.70066,70.066,25.121,38.391,43.214,51.378,53.759,55.421,1302.147,1270.228,1298.875,1286.508,4.795,2.011,23.036,21.266,1.984,52.3
314.5,0.651414218,0.646485898,0.64586941,0.645271207,0.635639769,3.22,0.70066,70.066,25.096,38.351,43.102,51.373,53.716,55.401,1301.692,1269.602,1302.239,1290.04,4.793,2.068,23.036,21.329,1.985,52.036
315,0.651519077,0.646563223,0.645944627,0.645506385,0.635682178,3.228,0.70066,70.066,25.078,38.806,43.117,51.504,53.782,55.488,1300.27,1266.927,1295.396,1283.148,4.792,2.127,23.036,21.323,1.983,51.879
315.5,0.651650082,0.646656261,0.645920923,0.645604255,0.63566197,3.226,0.70066,70.066,25.055,38.494,43.218,51.47,53.75,55.483,1300.612,1268.35,1295.795,1283.148,4.796,2.105,23.034,21.261,1.986,52.096
316,0.651752048,0.646725999,0.645794556,0.645549205,0.635578853,3.23,0.70066,70.066,25.029,38.36,43.171,51.234,53.804,55.493,1300.1,1266.87,1304.977,1292.261,4.794,2.068,23.036,21.266,1.987,52.06
316.5,0.651788969,0.646748438,0.645624045,0.645430977,0.635458203,3.222,0.70071,70.071,25.026,38.292,43.142,51.51,53.806,55.476,1301.067,1268.464,1304.121,1291.122,4.815,2.091,23.03,21.263,1.988,51.961
317,0.65179213,0.646730429,0.645509613,0.645361603,0.635344338,3.222,0.70076,70.076,25.063,38.552,43.204,51.409,53.684,55.402,1299.133,1266.301,1305.946,1294.312,4.794,2.072,23.038,21.322,1.982,52.426
317.5,0.65183146,0.64670254,0.645506765,0.645377078,0.635274225,3.227,0.70066,70.066,25.053,38.692,43.27,51.441,53.811,55.452,1297.312,1264.708,1304.521,1292.147,4.815,2.149,23.036,21.266,1.986,52.222
318,0.651946457,0.646705964,0.645583564,0.645432085,0.635261948,3.222,0.70066,70.066,25.035,38.459,43.191,51.539,53.689,55.449,1300.043,1267.325,1297.734,1284.344,4.836,2.129,23.036,21.329,1.966,52.132
318.5,0.65211301,0.646774894,0.645669724,0.645469852,0.635294995,3.227,0.70071,70.071,25.061,38.485,43.217,51.42,53.766,55.454,1297.483,1265.334,1305.661,1292.318,4.795,2.09,23.036,21.331,1.987,51.953
319,0.652270191,0.646910697,0.645727177,0.64547287,0.635335891,3.226,0.70071,70.071,25.043,38.182,43.131,51.389,53.723,55.441,1299.417,1267.553,1305.889,1292.261,4.808,2.077,23.039,21.331,1.99,52.097
319.5,0.652366012,0.647066773,0.645765671,0.645446501,0.635337146,3.226,0.70071,70.071,25.012,38.302,43.276,51.443,53.726,55.403,1299.645,1267.895,1304.407,1290.325,4.797,2.171,23.036,21.327,1.982,52.262
